buyer_id,seller_id,tx_count,total_value
U01212,U00268,1,8.32
U00702,U00345,1,13.54
U00171,U00311,1,0.38
U01008,U00157,1,17.34
U00094,U00263,1,34.39
U00642,U01862,1,0.45
U00757,U00045,1,5.93
U00486,U01915,1,7.21
U00041,U00540,1,4.11
U00072,U01943,1,32.85
U00510,U00322,1,4.89
U00120,U00772,1,9.63
U00338,U01500,1,17.73
U00512,U00576,1,0.12
U00982,U01727,1,4.31
U01897,U01903,1,0.23
U01061,U00942,1,3.92
U00861,U01835,1,0.66
U00168,U01630,1,1.88
U01162,U00853,1,0.31
U01428,U00423,1,8.79
U01647,U01532,1,0.71
U01643,U01794,1,0.57
U01488,U01384,1,6.4
U01120,U00856,1,8.63
U01518,U01960,1,1.26
U01228,U00027,1,34.94
U00208,U01926,1,4.56
U00310,U00250,1,0.69
U01655,U00666,1,58.61
U00009,U00983,1,9.6
U00157,U00349,1,0.45
U00514,U01749,1,7.4
U01052,U00118,1,1.11
U01651,U00807,1,30.78
U01172,U00077,1,20.31
U00475,U00188,1,2.02
U01606,U01959,1,21.02
U00135,U00617,1,2.81
U00253,U00068,1,0.34
U00866,U00062,1,0.69
U01002,U00423,1,0.35
U01074,U01826,1,6.77
U01785,U01897,1,3.44
U00934,U00747,1,1.57
U01137,U00145,1,8.74
U00564,U01557,1,55.63
U01818,U00701,1,4.93
U00523,U00918,1,4.72
U00250,U00019,1,0.28
U01440,U01572,1,3.59
U01226,U00421,1,27.97
U00176,U01527,1,0.46
U00418,U01521,1,0.24
U01701,U01415,1,0.46
U00824,U00572,1,4.23
U01038,U00765,1,3.4
U01372,U00257,1,19.23
U01224,U01834,1,4.37
U01032,U00039,1,4.48
U01488,U01536,1,4.33
U00830,U01683,1,0.61
U00214,U00509,1,3.63
U00017,U01703,1,20.07
U00693,U01111,1,2.3
U01869,U01307,1,5.51
U01986,U00622,1,3.13
U01766,U00828,1,0.18
U01447,U01521,1,1.06
U00394,U00221,1,10.25
U00374,U01112,1,12.24
U01561,U00723,1,2.19
U00003,U01973,1,55.99
U00670,U01616,1,9.77
U01121,U01281,1,9.55
U00947,U00450,1,2.15
U01504,U00035,1,0.29
U00515,U01803,1,1.67
U01705,U01836,1,47.2
U00528,U01133,1,1.58
U01378,U00259,1,3.48
U01012,U00123,1,8.9
U00725,U01414,1,0.47
U01031,U01203,1,24.13
U00812,U00242,1,1.69
U00358,U01216,1,1.84
U00065,U01292,1,1.34
U00042,U00225,1,4.99
U01501,U00509,1,10.01
U01568,U01079,1,9.88
U01903,U01801,1,2.51
U01468,U00002,1,0.17
U00242,U00859,1,30.95
U00201,U01295,1,23.75
U01081,U00632,1,18.3
U00461,U00283,1,115.2
U00563,U01756,1,64.23
U00991,U01837,1,2.86
U01386,U01499,1,0.79
U01990,U01391,1,0.1
U00723,U01231,1,0.18
U01922,U01520,1,6.61
U01800,U00104,1,0.2
U01906,U01970,1,16.06
U01999,U00324,1,3.97
U00347,U00323,1,19.17
U00255,U01207,1,13.07
U01549,U00385,1,1.5
U01537,U00996,1,14.24
U01770,U01186,1,4.24
U01861,U00849,1,2.05
U00885,U00906,1,13.62
U01788,U00609,1,5.62
U00390,U00229,1,45.93
U01434,U00967,1,5.49
U00293,U01239,1,12.63
U01964,U00345,1,1.01
U00628,U00467,1,2.33
U01127,U00282,1,0.87
U00999,U00733,1,0.33
U00096,U00172,1,92.16
U01545,U00392,1,0.31
U00695,U00466,1,13.7
U00590,U01927,1,15.61
U00212,U00183,1,31.17
U01099,U00645,1,0.69
U00314,U00004,1,267.12
U01353,U01018,1,42.24
U01282,U00477,1,28.35
U00445,U00615,1,32.1
U00537,U00577,1,5.65
U01425,U01882,1,10.51
U01305,U00573,1,16.53
U01080,U00232,1,0.44
U00542,U01385,1,62.33
U00870,U00499,1,15.97
U01917,U01360,1,72.17
U01735,U01916,1,13.6
U01399,U01671,1,0.69
U01860,U00585,1,3.31
U01066,U00574,1,10.08
U01822,U01191,1,3.21
U00598,U00827,1,0.32
U00720,U00860,1,2.72
U00801,U00742,1,24.79
U01366,U00758,1,0.42
U01723,U00330,1,11.93
U00213,U01968,1,10.26
U01396,U01400,1,1.1
U00793,U01258,1,54.33
U00906,U01796,1,21.45
U00999,U00748,1,2.19
U01090,U00195,1,54.01
U01838,U00075,1,5.9
U00583,U01325,1,1.31
U01380,U01206,1,38.47
U01011,U01619,1,1.1
U01277,U01696,1,10.05
U01048,U00718,1,3.48
U01831,U00521,1,11.02
U01506,U00289,1,0.15
U00194,U01230,1,6.22
U01926,U01182,1,24.06
U01938,U00061,1,0.31
U01419,U01619,1,2.98
U01809,U01816,1,5.18
U01231,U00337,1,2.26
U01871,U01476,1,0.33
U00831,U00843,1,43.32
U00593,U00506,1,2.26
U00006,U00305,1,0.51
U00952,U00411,1,98.96
U01920,U01565,1,7.68
U00952,U00778,1,1476.48
U00952,U01667,1,202.63
U00952,U00927,1,467.65
U00636,U01852,1,6.14
U00952,U01805,1,608.35
U00952,U01244,1,11.67
U00952,U00000,1,660.16
U00952,U01441,1,510.53
U01198,U01373,1,4.23
U00952,U01673,1,6.12
U00952,U00579,1,79.82
U00899,U01842,1,6.11
U00095,U01055,1,0.21
U00472,U01247,1,0.94
U01626,U01431,1,3.09
U00429,U01361,1,0.48
U00170,U01706,1,1.6
U00025,U00607,1,47.29
U00971,U00876,1,26.67
U01298,U00725,1,5.85
U00741,U01265,1,0.36
U00884,U00864,1,0.34
U00040,U01946,1,11.21
U00109,U01796,1,14.48
U00734,U00346,1,29.44
U01423,U00095,1,0.56
U00929,U01951,1,16.69
U01333,U00873,1,0.91
U01433,U01336,1,0.62
U00289,U01188,2,3.16
U01679,U01942,1,9.29
U01868,U01737,1,7.8
U01241,U00638,1,3.14
U01672,U00972,1,18.29
U00126,U00004,1,10.09
U00488,U01404,1,15.8
U01543,U00845,1,5.04
U01373,U01933,1,0.63
U00696,U01681,1,0.35
U00402,U00483,1,0.46
U00956,U01119,1,0.25
U00889,U01531,1,11.16
U01349,U01782,1,14.04
U01514,U00654,1,2.53
U01907,U01950,1,8.85
U01635,U01305,1,1.38
U01164,U00621,1,0.45
U00478,U00593,1,68.02
U01141,U01306,1,0.19
U01180,U00023,1,0.28
U01791,U00418,1,5.19
U01901,U01776,1,10.96
U00873,U01673,1,7.08
U00164,U01420,1,6.49
U00811,U01474,1,3.62
U01172,U01536,1,16.3
U00835,U01274,1,33.41
U00572,U00194,1,2.75
U01811,U01895,1,0.26
U00561,U00392,1,29.82
U00181,U00059,1,9.62
U01914,U00294,1,4.31
U00692,U00427,1,6.51
U01641,U00859,1,2.27
U01611,U01671,1,8.49
U00772,U00660,1,7.75
U00392,U01964,1,1.9
U00870,U01049,1,0.1
U01586,U01667,1,12.64
U00603,U01705,1,7.78
U01664,U00590,1,3.34
U00639,U00568,1,2.85
U00685,U00540,1,28.6
U00069,U01707,1,2.7
U00497,U00072,1,0.55
U00321,U00579,1,0.16
U00415,U01642,1,0.63
U01245,U01620,1,29.82
U01927,U00920,1,22.22
U01983,U00555,1,4.85
U01513,U00226,1,0.69
U01361,U01365,1,7.04
U01909,U01099,1,0.43
U01038,U00691,1,25.7
U01176,U01659,1,2.74
U01773,U00339,1,0.17
U00541,U01796,1,11.52
U01953,U01604,1,7.98
U00926,U00458,1,0.21
U01315,U01454,1,0.95
U01141,U00973,1,7.34
U00231,U00867,1,1.07
U01752,U00057,1,0.69
U00578,U01458,1,0.39
U00124,U00864,1,0.44
U01347,U01476,1,1.59
U01316,U01976,1,17.76
U00075,U00251,1,62.11
U01601,U00748,1,0.18
U01992,U01655,1,0.18
U01253,U00685,1,16.53
U00345,U00499,1,0.53
U00695,U01333,1,0.23
U00427,U00240,1,0.36
U01038,U00890,1,2.38
U01957,U01352,1,16.05
U00531,U01378,1,7.39
U01162,U00223,1,6.48
U01036,U00091,1,42.05
U00486,U01878,1,20.93
U01868,U00764,1,0.32
U01467,U01780,1,3.67
U00526,U00244,1,5.82
U01657,U01519,1,38.69
U01163,U00125,1,0.24
U00321,U01935,1,5.89
U01244,U00181,1,0.41
U01618,U01154,1,24.24
U00931,U01486,1,42.77
U00067,U01567,1,1.13
U00914,U01114,1,1.29
U01612,U00821,1,29.69
U00516,U01940,1,0.25
U01213,U00753,1,1.48
U01577,U01215,1,49.88
U01301,U00327,1,2.52
U01944,U01447,1,516.8
U01060,U00061,1,7.08
U01473,U00657,1,14.42
U00224,U00491,1,1.9
U01928,U01661,1,21.54
U00262,U01215,1,0.28
U01292,U01447,1,17.76
U00611,U01495,1,9.32
U00896,U01335,1,5.7
U00270,U00668,1,5.27
U01217,U00082,1,28.73
U00349,U01214,1,4.32
U01483,U01458,1,0.33
U01502,U01768,1,7.73
U01913,U00878,1,0.42
U01649,U01517,1,5.35
U01714,U00662,1,39.02
U00414,U00846,1,11.85
U00459,U01609,1,1.04
U00446,U00244,1,16.06
U00171,U00660,1,0.34
U01446,U00527,1,0.38
U01889,U00087,1,100.91
U01550,U01293,1,0.22
U01159,U01792,1,37.33
U01374,U00121,1,11.51
U01320,U00252,1,2.27
U01801,U00484,1,0.24
U01161,U00996,1,0.37
U01138,U00928,1,2.69
U01767,U01658,1,62.5
U01950,U01396,1,34.08
U01697,U00332,1,0.53
U01968,U00103,1,0.33
U00232,U01102,1,16.74
U00896,U00781,1,0.16
U01429,U01953,1,6.37
U01333,U00158,1,4.23
U01546,U00900,1,1.46
U00689,U01703,1,10.87
U01118,U00344,1,0.29
U01660,U01249,1,3.01
U00216,U01793,1,39.28
U01763,U00577,1,1.0
U01739,U01038,1,6.5
U01410,U00929,1,12.67
U01248,U00788,1,0.17
U00761,U00427,1,1254.06
U01775,U01987,1,14.85
U00878,U00651,1,15.7
U01119,U00036,1,8.25
U01405,U00375,1,0.42
U01827,U00814,1,20.37
U00760,U00949,1,0.67
U01904,U00135,1,98.55
U00085,U00247,1,0.28
U01356,U00919,1,3.19
U00414,U00687,1,1.38
U00568,U01873,1,52.27
U01089,U00795,1,8.55
U01273,U01204,1,27.17
U01175,U01302,1,1.69
U00697,U00245,1,0.8
U00121,U00636,1,17.34
U01235,U00032,1,2.27
U01134,U01775,1,5.21
U01456,U01747,1,0.5
U01041,U01832,1,4.46
U00963,U01710,1,8.42
U01516,U00268,1,7.64
U00848,U01352,1,253.42
U01138,U01554,1,1.22
U01630,U01633,1,3.92
U01298,U01848,1,3.61
U01630,U01470,1,0.91
U01743,U00568,1,4.84
U01790,U01036,1,3.7
U00039,U00050,1,20.39
U00049,U00409,1,0.65
U00714,U00050,1,84.83
U01486,U01036,1,26.94
U01823,U00711,1,0.25
U01907,U00050,1,151.01
U00970,U01664,1,8.55
U00553,U00050,1,36.95
U01694,U01590,1,0.56
U01591,U01508,1,10.8
U01689,U00227,1,12.74
U00153,U01878,1,9.92
U00325,U01856,1,0.17
U00058,U01820,1,12.93
U01186,U01508,1,49.77
U00580,U00298,1,47.59
U00331,U00848,1,13.56
U00860,U01544,1,0.31
U01398,U00844,1,4.71
U00045,U00609,1,1.02
U00179,U01151,1,14.16
U00177,U01012,1,22.75
U01588,U01476,1,0.62
U01639,U01721,1,0.26
U01913,U01904,1,8.85
U00459,U01560,1,6.62
U01410,U00393,1,35.66
U01852,U01249,1,2.24
U01964,U01316,1,0.28
U01485,U01584,1,17.08
U00085,U00652,1,2.02
U00524,U01265,1,5.98
U01185,U00737,1,6.12
U00992,U00596,1,0.51
U01768,U00654,1,19.68
U00923,U01124,1,0.5
U01318,U01038,1,1.21
U00521,U00615,1,35.06
U00494,U00179,1,4.77
U00583,U01238,1,0.57
U00799,U01303,1,1.56
U00407,U01843,1,0.7
U01079,U00874,1,6.47
U00519,U00771,1,10.46
U00877,U00068,1,7.24
U00691,U01708,1,13.01
U00927,U01023,1,61.42
U00792,U00925,1,1.14
U00228,U00731,1,0.41
U01845,U01235,1,0.39
U01575,U01208,1,9.85
U00085,U01870,1,1.36
U01199,U01618,1,3.76
U01606,U01381,1,12.28
U01957,U01433,1,11.42
U01168,U01275,1,2.22
U01810,U01072,1,0.28
U00902,U00361,1,19.7
U01447,U00384,1,29.03
U00339,U00260,1,1.55
U00572,U00789,1,6.31
U00976,U01200,1,0.52
U00728,U00361,1,109.26
U01232,U00152,1,0.07
U00184,U00361,1,41.8
U01966,U00959,1,0.63
U01268,U01815,1,0.87
U00218,U00361,1,91.24
U00548,U00431,1,2.68
U00483,U00551,1,0.37
U00759,U00163,1,0.22
U00259,U01827,1,54.31
U01167,U00846,1,4.0
U01337,U01311,1,26.42
U01301,U01644,1,5.47
U01874,U01629,1,1.26
U00575,U00971,1,0.39
U01686,U01005,1,2.17
U01188,U01776,1,1.36
U01760,U01145,1,2.52
U00857,U01226,1,1.18
U00260,U00472,1,2.27
U00634,U00638,1,11.42
U01570,U00180,1,0.51
U01915,U01475,1,2.49
U00911,U00062,1,4.72
U00942,U00947,1,9.66
U00724,U00024,1,2.3
U01318,U00661,1,10.58
U00432,U00902,1,7.92
U01909,U01742,1,37.27
U01537,U00762,1,36.04
U00954,U01778,1,1.36
U01115,U01107,1,1.12
U00863,U01669,1,0.4
U01706,U01668,1,7.41
U01752,U01925,1,1.35
U01940,U00955,1,10.09
U00716,U00007,1,3.65
U01618,U01666,1,2.98
U00943,U01953,1,13.66
U01263,U00544,1,21.15
U00663,U00460,1,31.58
U00168,U00946,1,0.3
U00748,U00953,1,0.35
U01510,U01512,1,19.46
U01085,U01398,1,6.57
U00087,U01221,1,10.06
U01173,U01137,1,4.49
U01361,U00608,1,19.63
U00699,U00498,1,0.17
U00856,U01145,1,42.37
U00417,U01668,1,1.41
U01249,U01225,1,1291.38
U00192,U01021,1,6.38
U01173,U01542,1,0.54
U01680,U00962,1,0.12
U00229,U01026,1,1.75
U00497,U00018,1,3.74
U01869,U01911,1,2.65
U00725,U01864,1,0.5
U01881,U00424,1,101.75
U01881,U00108,1,8.77
U01881,U00084,1,710.98
U01598,U01733,1,27.78
U01917,U00661,1,3.65
U00332,U00214,1,0.15
U01881,U00100,1,495.21
U01881,U01617,1,469.21
U00595,U01774,1,0.34
U01881,U01514,1,9.1
U01881,U00749,1,833.47
U01428,U00461,1,8.52
U01881,U00497,1,5.82
U00591,U01026,1,4.02
U01881,U00243,1,7.59
U01881,U01810,1,9.11
U00863,U01565,1,1.11
U00921,U00538,1,20.62
U01657,U01238,1,0.44
U00518,U01775,1,29.35
U00694,U00114,1,4.14
U00739,U00302,1,14.39
U00810,U00602,1,11.42
U00225,U01740,1,4.63
U00987,U00686,1,0.33
U01642,U00041,1,0.24
U01771,U01236,1,12.27
U01009,U00789,1,0.36
U00740,U01059,1,20.27
U00755,U01062,1,6.31
U01787,U01334,1,31.0
U00967,U01261,1,10.16
U01722,U00419,1,11.78
U00430,U01484,1,52.53
U00065,U00897,1,7.71
U00473,U00841,1,1.09
U01314,U00980,1,0.79
U00008,U00636,1,1.57
U00391,U00166,1,0.4
U00282,U01023,1,6.54
U01874,U00775,1,0.19
U01219,U00985,1,0.84
U01785,U01656,1,7.15
U00667,U01475,1,3.51
U00073,U00672,1,37.04
U00781,U01138,1,0.4
U01314,U01951,1,15.97
U01202,U00169,1,2064.29
U00967,U01557,1,6.04
U00685,U00381,1,7.34
U00365,U01041,1,18.12
U01408,U00202,1,10.04
U01031,U01682,1,2.69
U01682,U01400,1,10.55
U00209,U00349,1,4.32
U00968,U00228,1,11.26
U01358,U00367,1,0.34
U00368,U01277,1,1.01
U01358,U01340,1,2.97
U00125,U00057,1,8.54
U00842,U00124,1,4.44
U00995,U01706,1,1.69
U01981,U00264,1,0.27
U00243,U00350,1,3.96
U00695,U01303,1,0.21
U01329,U01063,1,1.05
U01357,U01856,1,37.36
U00989,U00987,1,47.59
U00380,U00566,1,27.19
U01823,U00501,1,0.71
U01356,U00663,1,0.2
U00178,U00682,1,2.49
U00691,U01587,1,0.27
U01406,U01956,1,0.64
U00800,U01138,1,0.71
U00448,U00977,1,18.15
U01924,U00919,1,11.93
U00197,U00007,1,2.19
U00937,U00616,1,0.23
U00366,U00934,1,13.62
U00052,U00531,1,3.47
U00984,U01992,1,0.25
U01751,U00473,1,13.24
U00321,U00668,1,8.9
U01540,U01945,1,57.75
U00174,U00263,1,51.98
U00926,U01559,1,1.74
U00020,U01063,1,1.28
U00758,U01874,1,10.85
U01621,U00474,1,26.3
U00460,U00056,2,37.58
U00761,U01988,1,2.54
U01941,U00341,1,17.03
U01022,U00688,1,16.24
U01458,U00204,1,84.18
U00385,U00008,1,5.46
U01172,U01525,1,12.03
U00469,U00680,1,5.71
U00863,U00181,1,27.25
U00210,U00059,1,10.26
U00355,U01312,1,0.26
U01244,U00202,1,0.11
U00361,U00024,1,6.95
U01717,U01517,1,23.99
U01811,U01649,1,1.52
U01605,U01207,1,27.66
U01894,U01097,1,12.62
U00541,U00037,1,0.32
U00961,U00813,1,5.37
U01338,U00957,1,0.93
U01063,U00527,1,27.54
U00558,U00757,1,4.7
U01128,U01284,1,0.48
U01327,U01624,1,1.34
U01400,U01006,1,8.56
U00642,U01645,1,1.56
U00691,U00432,1,3.87
U01569,U00520,1,7.29
U01057,U00808,1,8.44
U00613,U00486,1,3.9
U01775,U01054,1,0.25
U01902,U01304,1,0.17
U00104,U00488,1,15.47
U00456,U00657,1,13.35
U00300,U01784,1,0.14
U00799,U00815,1,3.48
U01743,U01015,1,8.31
U01025,U01728,1,0.37
U00000,U01746,1,0.42
U01980,U00493,1,18.02
U01205,U00819,1,0.58
U00299,U00487,1,9.97
U01407,U01277,1,0.44
U01237,U00962,1,1.57
U00501,U01602,1,4.97
U01237,U01371,1,7.19
U00980,U00228,1,7.05
U00777,U00738,1,1.38
U00551,U01599,1,0.74
U01403,U00101,1,17.69
U00795,U00501,1,1.09
U00711,U00331,1,0.77
U00240,U00215,1,19.36
U00267,U00851,1,0.91
U01624,U01213,1,1.59
U01799,U01080,1,0.1
U00812,U01591,1,4.31
U01319,U00805,1,0.78
U01092,U01696,1,6.52
U01184,U00346,1,0.35
U01951,U01295,1,17.08
U00833,U01760,1,0.66
U01321,U01080,1,0.95
U00594,U01001,1,0.37
U00099,U00677,1,6.07
U00874,U01312,1,0.65
U00573,U01163,1,7.7
U00372,U00083,1,14.81
U00424,U01143,1,5.21
U01479,U00077,1,1.57
U00281,U00380,1,50.27
U00010,U01913,1,8.93
U01656,U00771,1,22.45
U00460,U01434,1,5.85
U01394,U00758,1,34.44
U00642,U00797,1,31.71
U00700,U00839,1,8.45
U00275,U00060,1,5.61
U00677,U01558,1,0.19
U01772,U00059,1,0.84
U01046,U01514,1,11.79
U01229,U00765,1,92.83
U01373,U01108,1,8.28
U00551,U01176,1,4.35
U00469,U01469,1,17.73
U00938,U00756,1,0.49
U01303,U01634,1,12.23
U00728,U00868,1,3.73
U01859,U01038,1,1.29
U01933,U00650,1,15.15
U00422,U01218,1,38.12
U01004,U00444,1,0.6
U01895,U01218,1,34.27
U01290,U01593,1,0.74
U00531,U00376,1,7.82
U00326,U01218,1,76.65
U01895,U00241,1,56.7
U01526,U01218,1,89.43
U01506,U01526,1,26.82
U01765,U01162,1,20.12
U01493,U01619,1,5.02
U01060,U00942,1,0.41
U01992,U00574,1,3.98
U00548,U00356,1,8.23
U01372,U00822,1,13.22
U01185,U00928,1,2.5
U00816,U00533,1,0.34
U01707,U01745,1,48.88
U01866,U00767,1,0.2
U01375,U01524,1,3.86
U01677,U00939,1,0.33
U01610,U01578,1,0.97
U01812,U00797,1,0.14
U01999,U00022,1,26.99
U01249,U00479,1,7.44
U00453,U00939,1,32.45
U01735,U00958,1,24.19
U00316,U01623,1,0.49
U01966,U01658,1,0.67
U01615,U00198,1,23.47
U00855,U00086,1,0.9
U01666,U00777,1,2.15
U00191,U01401,1,46.78
U00777,U00827,1,2.79
U00066,U01160,1,5.54
U00827,U01666,1,3.49
U00860,U01622,1,1.11
U01690,U00712,1,8.88
U00162,U01987,1,0.24
U01235,U01239,1,12.9
U00654,U01724,1,14.13
U01391,U01723,1,8.57
U00410,U01846,1,25.72
U01956,U01420,1,19.24
U00042,U01025,1,6.65
U00122,U01545,1,0.42
U01901,U01506,1,23.12
U00458,U01381,1,10.83
U01966,U00887,1,2.94
U01277,U00707,1,42.89
U01421,U01946,1,14.52
U01073,U00143,1,0.18
U01597,U01263,1,10.69
U00593,U01406,1,31.19
U00382,U01820,1,10.47
U01410,U00754,1,3.04
U01118,U01329,1,20.21
U01294,U01189,1,533.64
U00994,U00396,1,2.69
U01795,U01275,1,3.31
U00708,U00274,1,0.41
U00535,U01887,1,22.22
U00081,U01842,1,19.4
U00611,U00677,1,0.24
U00813,U01252,1,18.73
U01034,U00788,1,7.5
U00791,U01431,1,6.4
U00232,U00952,1,0.94
U01700,U01289,1,1.61
U00584,U00066,1,5.49
U00616,U00171,1,25.23
U01671,U01898,1,30.35
U00077,U00896,1,9.38
U00772,U01953,1,0.18
U01261,U00191,1,65.12
U00873,U00086,1,0.39
U00068,U01791,1,12.74
U01241,U00124,1,10.96
U01719,U00459,1,15.97
U00794,U00144,1,3.36
U01908,U01513,1,1.24
U00680,U00459,1,13.32
U00456,U00459,1,4.42
U00472,U01152,1,17.21
U00836,U00459,1,111.86
U01600,U01820,1,0.19
U00998,U01984,1,4.49
U01169,U00068,1,0.36
U00587,U00227,1,6.59
U01465,U01415,1,0.34
U00202,U01414,1,26.87
U00231,U01895,1,12.63
U00849,U01530,1,3.51
U01753,U01033,1,1.04
U00779,U00039,1,6.78
U00246,U00605,1,4.62
U00958,U01640,1,24.0
U00221,U01995,1,21.35
U00986,U01414,1,8.3
U01095,U00807,1,0.47
U00271,U01545,1,1.47
U00468,U01930,1,0.12
U00243,U00928,1,40.2
U00939,U00677,1,0.33
U00521,U00376,1,32.91
U00962,U01561,1,0.73
U00520,U01377,1,90.86
U01624,U00427,1,0.31
U00470,U00985,1,7.36
U00759,U01660,1,5.68
U01212,U01771,1,10.82
U01434,U00041,1,27.44
U01478,U00470,1,0.29
U00825,U00852,1,2.36
U00953,U01249,1,8.36
U00261,U01675,1,0.68
U00164,U01252,1,24.73
U01419,U01509,1,92.93
U00279,U01509,1,1.33
U01836,U00751,1,0.83
U00767,U01509,1,37.81
U00725,U00817,1,283.06
U01224,U01509,1,1.82
U00817,U00191,1,367.98
U00191,U00725,1,459.98
U00133,U01602,1,0.57
U01026,U00564,1,0.85
U00078,U00034,1,7.93
U00908,U01305,1,2.85
U00261,U01745,1,1.81
U01673,U01297,1,25.26
U00856,U00385,1,0.33
U00738,U00404,1,0.45
U01075,U00799,1,1.04
U00600,U00292,1,15.16
U00834,U01206,1,3.79
U00612,U01278,1,0.68
U01509,U01228,1,67.05
U00098,U01702,1,31.47
U00779,U01226,1,38.15
U01687,U00648,1,0.37
U00229,U01332,2,5.48
U00983,U01148,1,13.42
U01636,U01757,1,7.71
U00125,U00556,1,1.78
U00318,U01521,1,4.93
U01249,U01129,1,0.23
U01981,U01361,1,0.23
U00303,U00695,1,1.37
U01965,U00695,1,4.04
U01161,U00722,1,15.51
U01977,U00566,1,2.82
U01397,U00174,1,1.09
U00897,U01821,1,0.3
U01761,U01700,1,26.24
U00370,U01551,1,1.32
U00452,U00482,1,1.64
U00289,U00075,1,7.09
U00429,U00703,1,7.54
U00709,U00592,1,0.29
U01147,U00266,1,16.97
U01651,U00366,1,76.05
U00709,U01736,1,1.84
U00850,U00918,1,16.42
U00754,U01156,1,0.4
U01346,U00784,1,0.1
U00526,U00902,1,1.09
U01397,U01649,1,0.45
U00172,U00664,1,8.74
U00394,U01271,1,2.53
U01921,U01684,1,0.73
U01009,U01308,1,6.4
U00822,U01213,1,0.65
U00072,U01384,1,3.15
U00130,U01396,1,0.6
U00512,U00190,1,0.64
U00173,U01864,1,2.54
U00548,U00496,1,4.73
U01015,U00334,1,21.73
U01773,U01968,1,2.55
U01656,U01926,1,28.18
U01339,U00988,1,8.54
U00054,U01187,1,1.46
U00026,U01799,1,1.86
U01751,U00599,1,4.79
U00730,U00523,1,5.65
U01048,U01133,1,1.08
U00779,U01719,1,22.47
U00800,U00392,1,0.28
U01489,U00988,1,0.5
U00493,U01959,1,5.84
U01776,U01075,1,81.24
U01566,U01498,1,4.75
U01876,U00431,1,15.99
U01942,U01901,1,4.91
U00689,U00528,1,29.46
