transaction_id,timestamp,marketplace,buyer_id,seller_id,item_id,category,price,quantity,currency,payment_method,buyer_region,seller_region,buyer_device,seller_device,buyer_account_age_days,seller_account_age_days,buyer_feedback,seller_feedback,buyer_kyc,seller_kyc,buyer_vpn_suspected,seller_vpn_suspected,buyer_ip_hash,seller_ip_hash,cumulative_spend_24h,time_since_prev_buyer_min,time_since_prev_seller_min,buyer_seller_prior_7d_edgecount,anomaly_label,anomaly_notes,payment_id,price_z
T61ac200722,2025-04-01 02:45:18,Prime,U01203,U01447,I0256,blueprint,16.11,1,GEM,card,OCE,EAST_ASIA,android,desktop,42,493,3.94,3.53,1,1,1,1,b6aa8dd96b,ddba1646e6,12.9,-18483.48,-18697.97,1,normal,,Pe7fbf65d62,-0.241
Ta9399791b5,2025-04-01 02:49:54,Prime,U00973,U01372,I0213,card_common,0.28,1,GEM,wallet,SEA,EAST_ASIA,desktop,desktop,96,697,3.36,4.11,0,1,0,0,727f411123,2c4f12130e,42.52,-19769.88,-27663.37,1,normal,,P2b7132e087,-0.311
Te1b91cc55f,2025-04-01 02:50:29,Arcade,U00087,U00378,I0465,skin_rare,8.89,1,GEM,wallet,SEA,LATAM,console,desktop,243,740,5.0,4.59,0,1,0,0,ddea5f9de7,c46ee495d8,32.35,-8875.33,-20756.95,1,normal,,P9f732435c6,-0.169
T606007b81e,2025-04-01 02:51:02,Prime,U00949,U00459,I0013,skin_legendary,43.45,1,GEM,card,NA,EAST_ASIA,ios,ios,191,21,3.73,4.36,0,1,0,0,f73fcbb77f,76dd4b1af0,0.0,,,1,normal,,Pe5e3b35d7f,-0.201
T0b7b891aaf,2025-04-01 02:55:29,Shadow,U01186,U01288,I0356,skin_common,1.7,1,GEM,card,NA,OCE,desktop,ios,139,421,4.08,5.0,1,1,0,0,031ad24e13,bfdd3070b8,76.0,-9794.82,-9192.05,1,normal,,Pa2208658d9,-0.166
T594b9bd908,2025-04-01 02:56:32,Prime,U01117,U01277,I0497,skin_rare,8.74,1,GEM,crypto,EU,OCE,desktop,android,23,199,4.75,3.39,0,1,0,1,8573669f56,2146ddd913,12.66,-22154.6,-3339.5,1,normal,,Pcb305bacd6,-0.172
Ta5612fb7ba,2025-04-01 02:56:41,Shadow,U00590,U01532,I0202,consumable,0.28,1,GEM,card,OCE,SEA,android,android,298,50,4.47,4.16,0,0,0,0,386de8581f,e1f699f971,23.5,-20426.2,-5922.53,1,normal,,P366cbe011d,-0.248
Ta868e50174,2025-04-01 03:05:15,Arcade,U00243,U00831,I0408,consumable,0.38,1,GEM,card,EU,SEA,ios,android,270,588,4.62,3.96,0,0,0,0,0f884a5b49,487d68adc5,109.5,-8853.55,-29015.88,1,normal,,P64d1433262,-0.2
Ta3df1116b9,2025-04-01 03:05:59,Prime,U00148,U00594,I0384,title,2.99,1,GEM,card,OCE,SEA,desktop,android,17,1034,3.69,3.94,1,1,0,0,6fa1f8935d,ee28e41719,28.86,-17232.12,-37507.78,1,normal,,P0b6a7300fe,-0.256
Tfdf43f4956,2025-04-01 03:10:40,Prime,U00263,U00197,I0170,blueprint,102.56,1,GEM,card,EAST_ASIA,NA,desktop,ios,458,130,4.64,4.08,1,1,0,0,2d1992c801,0349a14177,76.68,-10451.75,-29567.82,1,arbitrage_loop,Step 1 of A->B->C->A,P0fd6f62df6,1.022
Td01963536c,2025-04-01 03:14:12,Prime,U00503,U01286,I0478,skin_legendary,33.66,1,GEM,card,OCE,EU,ios,desktop,66,605,4.33,3.81,0,1,0,0,408f2e9145,bb6af76067,55.02,-29560.23,-32755.78,1,normal,,P196571f8ad,-0.238
T530f64272f,2025-04-01 03:15:40,Shadow,U00197,U00846,I0170,blueprint,133.32,1,GEM,wallet,NA,EAST_ASIA,ios,desktop,130,212,4.08,4.19,1,1,0,0,0349a14177,848134ff5d,24.56,-39527.48,-1827.63,1,arbitrage_loop,Step 2 of A->B->C->A,P3168ea06ec,1.471
T2f544a6b0d,2025-04-01 03:16:58,Shadow,U01964,U00230,I0294,mount,22.16,1,GEM,wallet,EAST_ASIA,EU,desktop,android,581,11,4.04,3.7,1,1,0,0,3c7283dd19,f30d17f653,10.82,-19433.97,-10863.68,1,normal,,Pb6bbcf8f32,-0.17
T125b0486ab,2025-04-01 03:20:40,Arcade,U00846,U00263,I0170,blueprint,166.65,1,GEM,crypto,EAST_ASIA,EAST_ASIA,desktop,desktop,212,458,4.19,4.64,1,1,0,0,848134ff5d,2d1992c801,66.88,-20248.25,-347.02,1,arbitrage_loop,Step 3 of A->B->C->A,P46a4db7652,1.957
T16bc1191c8,2025-04-01 03:33:43,Prime,U00895,U00100,I0129,title,2.55,1,GEM,card,LATAM,LATAM,android,desktop,415,221,3.77,5.0,1,0,0,0,c4d0343965,bc9c0d62ce,0.0,,-14498.73,1,normal,,Pcf1e613035,-0.277
T1ddb7c0821,2025-04-01 03:39:31,Shadow,U01126,U00185,I0047,skin_rare,3.07,1,GEM,card,EU,OCE,desktop,desktop,187,530,4.96,3.46,1,1,0,0,8fd5ea9cd9,c32d576243,0.0,,-14511.02,1,normal,,Pce249b58ad,-0.307
Tb2f57fb017,2025-04-01 03:42:35,Prime,U01371,U01532,I0386,skin_common,0.98,1,GEM,wallet,EAST_ASIA,SEA,desktop,android,295,50,3.9,4.16,1,0,0,0,cacab8133a,e1f699f971,19.43,-36399.68,-24547.87,1,normal,,P1ee97b7a87,-0.274
Te8cc551c53,2025-04-01 03:44:53,Prime,U00722,U00542,I0496,title,2.8,1,GEM,giftcode,NA,OCE,desktop,ios,429,110,4.02,3.39,1,1,0,0,3d72fe8634,a918bbf8a0,6.73,-9196.15,-14733.73,1,normal,,Pd4e00dfabc,-0.265
T5b61e52639,2025-04-01 03:45:24,Prime,U01724,U01715,I0481,skin_rare,3.9,1,GEM,card,EAST_ASIA,SEA,android,ios,123,168,4.67,4.35,1,0,1,0,8a17b74c30,3350ad478a,0.0,,,1,normal,,Pbe62bdcfd4,-0.287
T1be234098d,2025-04-01 03:46:35,Shadow,U00208,U00260,I0011,title,3.14,1,GEM,card,LATAM,SEA,desktop,android,53,610,4.32,4.96,0,1,1,0,b78539b3b2,fea9d9c35c,4.9,-431.43,-27905.63,1,normal,,Pf4fe9cc63e,-0.249
T62e19bd26c,2025-04-01 03:47:57,Arcade,U00851,U01823,I0469,skin_rare,5.74,1,GEM,wallet,NA,SEA,android,desktop,163,216,4.59,3.99,1,1,0,1,a364e8546a,4ab8e2b823,17.27,-13413.45,-34588.63,1,normal,,Pdaa0405004,-0.243
T5130670c96,2025-04-01 03:50:26,Prime,U01669,U00961,I0437,card_epic,4.28,1,GEM,card,OCE,OCE,desktop,android,366,2,4.29,4.11,1,0,0,0,8933a69b79,4955268f51,19.45,-38585.57,-22339.98,1,normal,,Pbe261946c9,-0.233
T18a99e4304,2025-04-01 03:58:02,Arcade,U00385,U00399,I0239,card_epic,3.33,1,GEM,card,LATAM,LATAM,desktop,android,586,988,5.0,4.83,0,0,0,0,7496029cfe,6b1e4a0b83,0.27,-31078.67,-13929.37,1,normal,,P052fe4adba,-0.267
T51bf0b0d15,2025-04-01 04:02:05,Shadow,U00908,U01070,I0381,mount,23.44,1,GEM,card,OCE,NA,desktop,desktop,289,148,4.51,3.68,0,0,0,0,d2bd848c58,8a9250c98c,2.95,-4114.77,-18380.68,1,normal,,Pd0a9172a6f,-0.158
T2f4bdf01f0,2025-04-01 04:07:45,Arcade,U00772,U01311,I0239,card_epic,2.4,1,GEM,crypto,LATAM,OCE,desktop,desktop,128,624,3.81,4.43,0,1,0,0,90e8e37bc6,725d1d7795,60.77,-1376.65,-16541.95,1,normal,,P4282f730c5,-0.299
Tae74417403,2025-04-01 04:11:13,Prime,U01350,U01761,I0310,card_common,0.26,1,GEM,wallet,SEA,SEA,desktop,ios,174,439,5.0,3.76,1,1,0,0,7965e0ab79,2e61bef575,27.93,-34549.77,-36452.1,1,normal,,Pd2edffbfa9,-0.318
T317345ed97,2025-04-01 04:13:26,Prime,U01075,U00140,I0046,card_epic,2.27,1,GEM,card,OCE,EAST_ASIA,desktop,desktop,444,79,4.59,4.82,1,0,0,0,63ef4a8f0e,be21684178,35.83,-33915.87,-24947.07,1,normal,,P2d507e9c2d,-0.304
T6be80eabff,2025-04-01 04:17:01,Arcade,U00832,U00538,I0266,card_epic,6.27,1,GEM,giftcode,EU,EAST_ASIA,ios,desktop,871,60,4.3,3.01,0,0,0,0,9f3bc9a412,91d16a6fdf,0.0,,-2726.22,1,normal,,P945ae25cab,-0.163
T03f07038ee,2025-04-01 04:18:11,Shadow,U01477,U00325,I0103,card_common,0.21,1,GEM,card,LATAM,OCE,ios,ios,143,145,3.96,4.47,0,1,1,0,ce5bc0d197,bae9755432,32.22,-33186.63,-5122.72,1,normal,,Pec16f0a8ae,-0.336
T0b25b231f1,2025-04-01 04:20:40,Prime,U00930,U00190,I0018,mount,82.55,1,GEM,wallet,OCE,EU,android,ios,193,197,4.03,4.03,1,1,0,0,7cfd84995f,c80e566952,41.75,-33817.27,-38163.77,1,duplicate_payment,Same payment id seen across multiple transactions,P7d87dd0465,0.404
T7bd10d514e,2025-04-01 04:21:51,Arcade,U01575,U00937,I0433,title,2.95,1,GEM,crypto,NA,EAST_ASIA,console,desktop,101,100,3.78,5.0,1,1,0,0,8bc1ad108e,8477e41143,9.85,-2300.6,-162.87,1,normal,,P843b83164f,-0.258
Tc1c5683246,2025-04-01 04:24:17,Prime,U00576,U00200,I0282,title,5.83,1,GEM,card,LATAM,EU,desktop,desktop,530,93,4.63,4.47,0,1,0,0,ed02ad2bf9,13daa1ebda,38.83,-6048.48,-18008.07,1,normal,,P1d2867eaa9,-0.122
Td8a3a521d8,2025-04-01 04:25:10,Shadow,U00375,U00807,I0231,consumable,0.9,1,GEM,card,LATAM,EAST_ASIA,desktop,console,207,357,4.92,4.69,1,1,0,0,7fa62a52a3,0b6f62d3c5,4.83,-14268.95,-427.78,1,normal,,Pb4c7aac9a6,0.051
Tdf51eecadc,2025-04-01 04:26:57,Shadow,U01836,U01868,I0068,artifact,1431.41,1,GEM,crypto,NA,SEA,ios,android,62,637,4.05,4.02,1,0,0,0,771a4f4433,a11504a49e,85.23,-4046.4,-26464.22,1,shill_bidding,Inflated final sale for staged auction,P82408cc07a,8.727
Tc959aa67fd,2025-04-01 04:32:58,Prime,U00593,U00017,I0163,consumable,0.22,1,GEM,card,SEA,SEA,android,desktop,489,248,4.13,5.0,0,0,0,0,5b96b012ae,a55f666d9a,40.93,-35254.0,-14107.58,1,normal,,Pcd20e8ef75,-0.277
T4d441a7831,2025-04-01 04:38:03,Prime,U01029,U01842,I0086,mount,9.17,1,GEM,crypto,NA,OCE,console,desktop,1036,467,4.39,4.35,1,1,0,0,b7ef9f0a9c,bd51adc768,19.49,-42138.55,-209.47,1,normal,,P4842fa53ef,-0.294
Teee5356b63,2025-04-01 04:44:18,Prime,U00474,U01283,I0187,blueprint,16.2,1,GEM,wallet,SEA,SEA,desktop,desktop,301,40,4.88,4.16,0,1,0,0,08ce09c05d,7fee9c86fe,26.04,-20361.9,,1,normal,,Pa60a957d42,-0.239
T784d9f9b0f,2025-04-01 04:52:14,Prime,U00316,U01876,I0097,skin_rare,4.95,1,GEM,card,EU,LATAM,android,ios,185,283,3.9,4.67,0,1,0,0,810390df90,760083a721,0.0,,-14894.97,1,normal,,Pbe1d2fb55b,-0.262
T4ecc2f397b,2025-04-01 04:52:27,Prime,U00187,U00493,I0267,title,3.11,1,GEM,card,SEA,EAST_ASIA,console,desktop,114,950,3.91,4.62,1,0,0,1,ba0ae09008,0d1b924d95,48.8,-16215.63,-33543.28,1,normal,,P3c77790245,-0.25
T49b87f2f1a,2025-04-01 04:54:36,Shadow,U00140,U01600,I0216,blueprint,388.23,1,GEM,crypto,EAST_ASIA,EAST_ASIA,desktop,desktop,79,315,4.82,4.13,0,1,0,0,be21684178,2cffaf1961,36.32,-4234.77,-17609.58,1,shill_bidding,Inflated final sale for staged auction,P16d55e0c3b,5.192
T68dfd05111,2025-04-01 05:00:11,Prime,U01900,U00655,I0079,skin_rare,7.02,1,GEM,giftcode,EAST_ASIA,NA,desktop,android,918,92,3.8,4.48,0,1,0,0,511e7fd702,7eb68f80a9,0.0,,,1,normal,,P68c6eb160d,-0.213
T2a44685b2d,2025-04-01 05:01:33,Shadow,U00823,U01093,I0067,blueprint,17.61,1,GEM,card,SEA,NA,desktop,ios,312,256,4.9,4.26,0,1,0,0,8417d36277,ce134e6e55,4.85,-6782.47,-11639.27,1,normal,,P8cb55b859a,-0.219
Tfd004001c0,2025-04-01 05:05:20,Prime,U01955,U00407,I0348,mount,15.38,1,GEM,card,EU,OCE,ios,android,104,172,4.46,4.83,1,0,0,0,f76c563d57,ae922dc1fd,42.34,-28391.58,-38111.18,1,normal,,Pf24c0747f5,-0.235
Te467093966,2025-04-01 05:16:41,Prime,U00922,U00480,I0341,title,111.92,1,GEM,crypto,SEA,SEA,desktop,android,101,73,3.61,3.37,1,0,0,0,b46ddee87b,43aa02fe6c,27.47,-41223.38,-34957.9,1,shill_bidding,Inflated final sale for staged auction,P72edea38a7,4.86
Td7f782e0d5,2025-04-01 05:19:57,Prime,U01669,U01236,I0493,skin_rare,7.04,1,GEM,crypto,OCE,LATAM,desktop,desktop,366,23,4.29,3.16,1,0,0,0,8933a69b79,d0c5320159,42.22,-30227.12,-2714.0,1,normal,,Pc9cef616a9,-0.213
T58952be285,2025-04-01 05:21:48,Prime,U00642,U01393,I0007,artifact,28.59,1,GEM,giftcode,SEA,OCE,desktop,android,96,802,4.25,4.54,1,1,0,0,29927398bf,bd90a13935,9.12,-3124.55,-22598.72,1,normal,,P45825f7db5,-0.26
Tbaf41d1116,2025-04-01 05:25:16,Arcade,U01665,U00872,I0369,blueprint,361.45,1,GEM,crypto,NA,EU,desktop,ios,93,143,4.2,4.07,0,1,0,0,bb5b956d63,a90f314866,8.54,-35678.43,-20281.83,1,shill_bidding,Inflated final sale for staged auction,P08198b06b2,4.801
T7cdf111b25,2025-04-01 05:30:46,Prime,U01490,U01014,I0234,skin_rare,5.69,1,GEM,card,EAST_ASIA,EU,desktop,android,214,238,4.09,4.59,1,1,0,0,57bb7e289a,67f595372a,18.93,-23967.85,-17853.47,1,normal,,P564d423a90,-0.245
T63dc8afa08,2025-04-01 05:34:38,Arcade,U01888,U00707,I0341,title,2.24,1,GEM,card,EAST_ASIA,OCE,ios,ios,201,128,4.8,5.0,1,0,0,0,83ff973417,aae48b8a7a,43.61,-7797.48,-14174.23,1,normal,,P1f301f01bd,-0.291
T33a06a47d7,2025-04-01 05:47:09,Prime,U00626,U00040,I0455,skin_rare,3.32,1,GEM,wallet,SEA,NA,android,desktop,545,315,5.0,4.79,1,0,0,1,04b21c5d6c,06de74ac08,145.93,-5987.88,-34238.23,1,normal,,Pa09fd84d07,-0.301
T21d33fcd5e,2025-04-01 05:53:05,Prime,U01388,U00583,I0139,blueprint,17.32,1,GEM,card,EAST_ASIA,LATAM,android,android,825,76,5.0,3.45,0,1,0,1,94ac21c378,1ad3b8ec9b,1.17,-27005.15,-30229.93,1,normal,,Pd8db2d4654,-0.223
T769e78c02a,2025-04-01 06:00:19,Shadow,U00611,U00724,I0054,blueprint,4.78,1,GEM,card,EU,EU,desktop,desktop,91,308,4.1,3.7,1,1,0,0,1ab8506a3b,e657795b7d,0.37,-37697.88,,1,normal,,Pf0c040c4a0,-0.406
T14baa74a0c,2025-04-01 06:09:50,Shadow,U00329,U00796,I0493,skin_rare,6.05,1,GEM,wallet,LATAM,EU,android,ios,285,82,4.01,4.6,0,1,0,0,76eae9c499,0992010e31,0.0,,,1,normal,,Pd7545552ce,-0.236
Taf1fb479a0,2025-04-01 06:10:18,Shadow,U01299,U00304,I0340,skin_rare,8.79,1,GEM,crypto,SEA,NA,desktop,desktop,36,138,3.95,4.33,0,1,0,0,a4cb506a2a,0b1623f7cf,24.03,-18766.28,-40828.7,1,price_spike_manipulation,Extreme price multiple x0.25 vs base,P6e0e36051d,-0.171
Te658872c7f,2025-04-01 06:12:33,Arcade,U00494,U01875,I0284,mount,20.44,1,GEM,card,NA,NA,ios,android,137,66,4.07,4.02,1,0,0,0,b5ad8442e0,57e0815110,19.16,-36465.23,-21211.85,1,normal,,Pe3170f237d,-0.187
T1594f6711f,2025-04-01 06:12:40,Prime,U00930,U00190,I0018,mount,82.55,1,GEM,card,OCE,EU,android,ios,193,197,4.03,4.03,1,1,0,0,7cfd84995f,c80e566952,124.3,112.0,112.0,2,duplicate_payment,Repeat payment id reuse,P7d87dd0465,0.404
T94d033ee04,2025-04-01 06:16:16,Prime,U01446,U00004,I0031,skin_rare,5.46,1,GEM,card,SEA,EAST_ASIA,android,desktop,79,284,3.99,3.76,1,1,0,0,0a66fc5d68,1fc22d9e85,15.75,-31502.35,,1,normal,,P4e30dcf6ff,-0.25
Tf7796f7d5a,2025-04-01 06:22:20,Shadow,U00836,U00527,I0096,card_epic,3.0,1,GEM,wallet,EU,NA,android,ios,367,61,3.61,5.0,0,1,0,0,de174a3cb1,997bd0c73b,0.0,,,1,normal,,P7348bd9b1b,-0.278
Ta650703db7,2025-04-01 06:30:05,Prime,U00848,U00965,I0257,blueprint,11.59,1,GEM,card,NA,OCE,android,ios,515,140,3.58,4.06,1,0,0,0,55f8d17e33,47968f74bd,4.0,-8793.58,-33280.97,1,normal,,P9b5dda9ca9,-0.307
T4e5640fff7,2025-04-01 06:36:32,Prime,U00805,U01561,I0213,card_common,0.49,1,GEM,wallet,SEA,EU,ios,desktop,192,179,3.46,4.02,1,1,0,0,ec28313ff6,0f610869e3,0.0,,-37221.57,1,normal,,Pde39a2fae1,-0.235
