user_id,region,device,account_age_days,kyc_verified,feedback_score,vpn_suspected,base_spend_profile,ip_hash
U00061,NA,android,38,True,4.16,True,108.29,4c5e654e09
U00062,NA,android,203,True,4.15,False,10.0,e1a8e21938
U00063,EAST_ASIA,ios,288,True,4.22,False,13.21,ac384a86a7
U00064,OCE,desktop,210,False,3.71,True,30.44,5db1387ed1
U00065,LATAM,desktop,309,True,4.69,False,22.5,6cdd7515a6
U00066,SEA,desktop,148,True,5.0,False,10.0,106ba689cf
U00067,OCE,ios,3,False,4.01,False,24.21,80f795c08e
U00068,LATAM,console,560,True,3.95,True,43.15,779a8b138d
U00069,EU,android,358,True,4.52,False,33.89,32aa9206ee
U00070,NA,ios,100,True,4.75,False,34.79,ef96945717
U00071,LATAM,ios,160,True,3.9,False,57.15,f3be7cd704
U00072,EAST_ASIA,android,587,True,4.8,True,41.77,9a837acc80
U00073,EU,desktop,699,True,3.99,False,47.19,264f298975
U00074,EU,android,148,True,4.49,False,17.87,ddd2156aab
U00075,EAST_ASIA,ios,256,True,3.22,False,13.44,a4f5e7545b
U00076,EAST_ASIA,desktop,335,False,4.67,True,35.36,8d279b5ce3
U00077,NA,desktop,205,True,3.05,False,98.83,6853105187
U00078,LATAM,ios,130,True,4.55,False,12.09,48ad73eb14
U00079,LATAM,desktop,32,True,4.04,False,24.13,61d577edc8
U00080,EU,ios,368,True,3.43,False,10.0,4642018e12
U00081,NA,desktop,883,False,3.9,True,68.31,cc28ca16d4
U00082,SEA,ios,451,True,4.81,True,17.39,4909919c5a
U00083,EAST_ASIA,ios,204,True,3.89,True,19.23,4850bc75fa
U00084,EU,android,38,True,4.61,False,79.8,1a0ffc1e8c
U00085,EAST_ASIA,desktop,141,True,4.09,False,30.32,6f9bbcf170
U00086,EAST_ASIA,ios,4,False,4.43,True,20.31,b6ddea3ef1
U00087,SEA,console,243,False,5.0,False,28.95,ddea5f9de7
U00088,EAST_ASIA,ios,182,True,4.82,True,23.69,0ad81fcbeb
U00089,OCE,desktop,3,False,4.23,False,48.36,b23358715c
U00090,LATAM,desktop,98,True,3.03,False,12.51,b9c1699ba6
U00091,OCE,android,25,False,3.15,False,27.83,cb54640043
U00092,SEA,ios,347,True,3.51,False,104.41,832a0eca85
U00093,SEA,desktop,604,True,4.26,False,15.58,2ea89ae36a
U00094,EU,desktop,1310,True,3.27,False,67.93,76a996fe2d
U00095,NA,android,554,False,2.83,False,10.0,857b972bb3
U00096,EU,android,2,False,4.3,False,20.95,18914e372b
U00097,NA,desktop,869,False,4.11,False,10.0,f3fe698dcb
U00098,OCE,desktop,3,True,4.73,False,10.0,111a5f238a
U00099,NA,ios,134,True,4.45,False,126.81,d582f2553b
U00100,LATAM,desktop,221,False,5.0,False,97.5,bc9c0d62ce
U00101,EU,desktop,155,True,5.0,False,44.26,1d3b397124
U00102,SEA,desktop,44,True,4.94,False,10.0,289325ff5e
U00103,EU,android,173,False,4.42,False,10.0,e6029840d3
U00104,EAST_ASIA,android,152,True,3.28,False,19.11,51facc3f01
U00105,EU,ios,1175,True,4.97,False,10.0,e72b6a8caf
U00106,SEA,desktop,24,True,4.52,False,10.0,dfdd66fb32
U00107,NA,android,128,False,5.0,False,15.07,cbd9469910
U00108,LATAM,desktop,65,True,3.98,False,10.0,45802eddd7
U00109,SEA,ios,28,True,3.44,False,16.91,f6df63bff5
U00110,NA,android,211,False,3.88,False,24.35,5451651ca3
U00111,OCE,desktop,762,True,4.81,False,11.49,aa2b04b8df
U00112,SEA,android,7,True,4.13,False,10.0,36d3ee150c
U00113,NA,desktop,139,True,4.81,False,10.0,5b38192913
U00114,EU,android,216,True,4.22,False,10.0,ae99fadb5d
U00115,EU,desktop,84,True,4.19,False,19.24,eaa7b9268d
U00116,LATAM,desktop,72,True,5.0,False,44.41,f150d5e960
U00117,NA,desktop,208,True,5.0,False,50.05,05b6912f1b
U00118,EAST_ASIA,desktop,170,True,3.77,False,10.0,4a4b1e6af4
U00119,OCE,console,254,True,4.32,False,22.53,52d4b0be99
U00120,NA,console,33,True,3.91,False,12.96,9f63484d48
U00121,EU,desktop,1,True,2.8,False,37.2,56e2d26735
U00122,SEA,desktop,36,True,3.95,False,39.64,b187ab25c7
U00123,SEA,ios,332,False,5.0,False,86.28,913aec465f
U00124,EU,desktop,441,True,3.84,False,10.0,d32d9a98df
U00125,SEA,desktop,84,True,3.39,False,41.18,e359436a04
U00126,SEA,desktop,1,True,3.91,False,20.96,1047bc216f
U00127,OCE,console,44,True,3.94,False,39.81,4f1a64bfc7
U00128,EAST_ASIA,android,429,True,2.82,False,10.0,60f53eac53
U00129,SEA,desktop,796,False,4.4,False,21.77,b3dd0b3ca7
U00130,LATAM,desktop,21,False,5.0,False,25.25,e0fae2cac8
U00131,NA,android,476,True,4.11,False,15.07,165d70f063
U00132,EAST_ASIA,desktop,329,True,4.82,False,14.98,37baded428
U00133,LATAM,desktop,509,True,3.89,False,10.0,8ef0541fb4
U00134,EAST_ASIA,desktop,414,True,4.5,False,16.49,28fc49032c
U00135,EAST_ASIA,desktop,236,False,3.77,False,26.0,424cae9d2e
U00136,EAST_ASIA,desktop,297,True,4.5,False,13.82,9aaf50ded7
U00137,EU,desktop,229,False,4.01,False,28.89,5919a232e2
U00138,NA,android,86,False,4.34,False,13.07,8886206dec
U00139,EU,desktop,2,True,5.0,False,13.46,81d6108075
U00140,EAST_ASIA,desktop,79,False,4.82,False,68.04,be21684178
U00141,EAST_ASIA,desktop,1,True,3.66,False,12.66,7f78dd25f2
U00142,NA,desktop,263,True,4.69,False,19.11,7c7df2d646
U00143,EAST_ASIA,android,265,True,4.18,False,20.95,0d1b6343b0
U00144,LATAM,ios,807,True,4.59,False,24.57,9bb76971df
U00145,EU,android,50,True,3.5,False,109.74,290e8e1814
U00146,LATAM,desktop,818,False,3.71,False,17.94,f461ec10f3
U00147,SEA,desktop,548,True,5.0,False,32.19,783801396f
U00148,OCE,desktop,17,True,3.69,False,10.0,6fa1f8935d
U00149,LATAM,ios,758,True,5.0,False,10.0,f40b0b33cb
U00150,NA,desktop,77,True,4.15,False,15.71,42689a4110
U00151,EAST_ASIA,console,163,False,4.95,False,10.0,c31e9202fa
U00152,NA,desktop,4,False,4.14,True,10.0,66b8e452ea
U00153,EU,android,1731,True,3.89,False,22.97,f27ac193a8
U00154,EU,ios,71,False,3.96,True,12.28,6a2f20c6d5
U00155,NA,ios,192,True,5.0,False,10.0,e59b73a180
U00156,LATAM,desktop,154,True,4.09,False,14.38,5b16e34e68
U00157,SEA,ios,877,True,4.8,False,10.0,bdc245cd43
U00158,OCE,desktop,8,True,4.86,True,63.08,9b0f935e26
U00159,OCE,android,76,True,4.36,False,17.86,2c66691c58
U00160,OCE,ios,318,True,4.16,False,14.33,5d6443eafc
U00161,LATAM,ios,581,False,5.0,False,10.0,224d5e9cf6
U00162,NA,ios,105,False,4.5,False,10.0,46acf7f844
U00163,EU,desktop,670,False,3.56,False,10.0,10ca00ccc4
U00164,NA,android,268,True,3.53,False,97.45,69dc940960
U00165,EU,desktop,172,True,4.88,False,19.53,088d78d775
U00166,EAST_ASIA,desktop,3,True,4.48,False,10.0,79065744bf
U00167,LATAM,desktop,90,True,3.53,False,21.99,48aee004ff
U00168,OCE,ios,6,False,4.42,False,10.0,d45ea4ba8b
U00169,EAST_ASIA,desktop,243,False,4.02,True,32.27,ea6feafcb3
U00170,NA,desktop,45,False,4.45,False,48.64,0a9b29f169
U00171,SEA,ios,329,True,4.21,False,41.51,65ac2d7edb
U00172,NA,desktop,220,True,4.61,True,10.45,c8937c4954
U00173,EU,android,278,True,3.39,False,10.0,5d9002ce3c
U00174,LATAM,desktop,381,True,3.73,False,214.68,b38a934b5c
U00175,SEA,android,829,False,4.66,True,10.0,a36adc24c4
U00176,SEA,android,206,True,4.99,True,10.67,d64d472639
U00177,NA,desktop,24,False,5.0,False,19.25,d971b78dc3
U00178,OCE,ios,85,False,4.68,False,48.2,b0ac7bb5fa
U00179,EAST_ASIA,desktop,268,True,3.51,False,16.39,e9e818d78e
U00180,LATAM,android,619,False,4.64,False,53.13,0bc0c8721a
U00181,EU,desktop,568,True,3.38,False,19.07,78e82a93ab
U00182,NA,desktop,866,True,4.56,False,24.21,76e5f80411
U00183,NA,ios,252,False,4.57,False,16.58,ffe31e6349
U00184,EU,android,3,True,4.32,False,20.63,d844214b3a
U00185,OCE,desktop,530,True,3.46,False,31.53,c32d576243
U00186,EAST_ASIA,ios,25,False,5.0,True,10.0,202d92b624
U00187,SEA,console,114,True,3.91,False,51.38,ba0ae09008
U00188,OCE,desktop,652,True,4.35,False,52.4,d2f543569b
U00189,EU,ios,482,False,5.0,False,10.86,4c19369f3f
U00190,EU,ios,197,True,4.03,False,74.3,c80e566952
U00191,NA,desktop,402,True,4.12,False,10.0,5775f445b7
U00192,LATAM,ios,106,True,4.28,False,24.8,2c83bbaddc
U00193,SEA,ios,342,True,4.2,False,10.0,393400503c
U00194,OCE,ios,869,True,3.63,False,28.34,fef194ea43
U00195,LATAM,desktop,80,False,5.0,False,86.4,d194db13e8
U00196,OCE,desktop,79,True,3.93,False,12.18,a8b480c772
U00197,NA,ios,130,True,4.08,False,10.0,0349a14177
U00198,EU,desktop,358,True,3.97,False,35.5,22442c0190
U00199,SEA,desktop,231,True,3.8,False,23.29,6687b58fc3
U00200,EU,desktop,2,True,4.47,False,27.14,13daa1ebda
U00201,OCE,desktop,241,True,3.25,False,10.0,811bfbe0de
U00202,LATAM,desktop,386,True,3.99,False,24.57,9380c005ed
U00203,NA,console,2,True,5.0,False,27.35,2b6a5de0cf
U00204,LATAM,desktop,340,True,4.65,False,14.54,b492a2ac76
U00205,EAST_ASIA,desktop,323,False,4.54,False,38.23,d5324139ce
U00206,EAST_ASIA,desktop,359,False,5.0,False,36.01,f8ef4bd348
U00207,NA,desktop,639,False,4.08,False,10.0,65f2b1aa1a
U00208,LATAM,desktop,53,False,4.32,True,63.47,b78539b3b2
U00209,LATAM,desktop,102,True,4.31,False,21.78,6423018c6c
U00210,EAST_ASIA,desktop,302,True,4.12,False,24.46,248c832069
U00211,OCE,ios,234,False,5.0,False,10.0,fab24ae7d2
U00212,SEA,android,33,False,4.03,False,23.92,e467607fc0
U00213,EAST_ASIA,desktop,370,True,3.21,False,47.87,e64d74e16d
U00214,EAST_ASIA,desktop,15,False,3.96,False,28.2,ff2b1cd21e
U00215,NA,android,8,True,4.22,False,10.0,8f5738c11d
U00216,NA,android,345,True,3.43,False,10.0,a84608c0b1
U00217,EAST_ASIA,android,476,False,4.97,False,65.33,f644095345
U00218,OCE,android,2,True,4.69,False,18.37,ce5ad1ca0a
U00219,EU,desktop,306,True,4.84,False,16.68,b0b4ef125c
U00220,NA,ios,72,True,3.55,False,73.65,ec078b9aaf
U00221,LATAM,android,193,False,4.46,False,16.33,7f5a2895b6
U00222,OCE,ios,443,False,4.69,False,66.44,89c7920587
U00223,OCE,ios,10,False,5.0,False,31.26,62a230ad34
U00224,EAST_ASIA,desktop,38,True,3.89,False,101.58,7701b69ae3
U00225,SEA,desktop,203,True,3.35,False,33.39,cc447150f8
U00226,OCE,desktop,112,True,4.03,False,10.0,8c7fa8291e
U00227,EU,desktop,104,False,4.52,True,30.91,4d4dd26a89
U00228,OCE,ios,3,True,4.3,False,10.0,d1bf5ae879
U00229,OCE,android,364,True,3.77,False,20.78,ced71c17d7
U00230,EU,android,1,True,3.7,False,15.6,f30d17f653
U00231,LATAM,desktop,351,False,4.0,True,13.46,5f5e049a18
U00232,NA,desktop,304,False,4.34,False,11.22,520c58368e
U00233,EU,desktop,615,False,3.95,False,53.52,5ac924aa22
U00234,EAST_ASIA,android,26,False,5.0,False,23.99,108c81cf4b
U00235,LATAM,desktop,310,True,4.08,True,24.15,1a3d544a5d
U00236,SEA,android,86,True,4.11,False,29.42,af640e7bec
U00237,EAST_ASIA,desktop,124,True,4.67,False,55.5,10414cdc31
U00238,OCE,desktop,244,False,4.32,False,22.38,a6756d7f82
U00239,NA,desktop,343,True,4.95,False,18.18,95597dc01e
U00240,OCE,android,408,True,3.56,False,10.0,304c7d8f55
U00241,LATAM,desktop,13,False,3.36,False,121.7,8fa500b00f
U00242,EU,android,201,False,4.2,False,44.49,80bec9f765
U00243,EU,ios,270,False,4.62,False,10.0,0f884a5b49
U00244,EU,desktop,397,True,4.6,False,25.4,240c83ac60
U00245,EU,console,82,False,4.49,False,15.45,661f352506
U00246,EAST_ASIA,ios,86,False,4.76,False,10.0,5509e96071
U00247,NA,desktop,270,True,4.52,False,18.58,c552721f6a
U00248,OCE,android,321,True,4.02,False,27.44,58ea5d2acb
U00249,OCE,android,182,True,3.04,False,25.25,af8e9cbb8b
U00250,SEA,desktop,170,True,5.0,False,43.17,b0fb3ee53d
U00251,EU,android,56,True,4.81,False,60.36,f764915a07
U00252,NA,ios,558,False,4.92,False,24.9,b39381e9ac
U00253,NA,ios,36,True,4.33,False,10.82,92ca7de178
U00254,EU,desktop,13,True,4.74,False,18.68,aa32291b47
U00255,OCE,android,213,True,4.38,False,30.18,30d5865ae2
U00256,NA,android,182,True,5.0,False,17.71,e4e8b68c46
U00257,NA,desktop,10,True,3.74,False,35.87,2f4ab6f246
U00258,SEA,android,1052,True,3.93,False,112.46,748f078e46
U00259,EAST_ASIA,android,59,False,4.28,False,121.88,c1d1ffa8a4
U00260,SEA,android,610,True,4.96,False,58.46,fea9d9c35c
U00261,OCE,ios,323,True,3.84,False,26.23,ba39131879
U00262,SEA,ios,2233,True,4.26,False,27.0,c4bab1e7a8
U00263,EAST_ASIA,desktop,458,True,4.64,False,27.66,2d1992c801
U00264,EU,android,119,False,4.66,False,37.75,c2f86222ec
U00265,SEA,desktop,172,False,4.37,True,10.0,d3a92bc7e8
U00266,EU,ios,118,True,5.0,False,10.0,e35db7ccfe
U00267,LATAM,ios,179,True,3.52,True,11.69,47cf3a0559
U00268,EAST_ASIA,desktop,278,False,3.89,False,152.5,50b66ed0de
U00269,EU,desktop,3,True,4.03,False,19.73,ddf79ff06f
U00270,NA,android,144,True,4.91,False,180.51,b49b5a303e
U00271,EU,desktop,3,False,4.15,False,28.58,fc5b9f3947
U00272,LATAM,ios,19,False,3.85,False,15.6,6745302032
U00273,NA,desktop,90,True,4.88,False,11.52,8a6d4e9ac4
U00274,EU,desktop,112,True,3.71,False,46.84,ce2be3e5bb
U00275,EU,android,39,True,3.72,False,32.98,f163e2644a
U00276,NA,desktop,371,True,3.34,False,29.86,be7644732a
U00277,LATAM,android,199,False,3.95,False,21.27,1ba27b3368
U00278,SEA,desktop,908,True,4.33,False,20.83,cc993b64ef
U00279,SEA,desktop,2,True,4.99,False,15.32,19af02f023
U00280,EAST_ASIA,ios,131,True,3.87,False,44.94,e34b1259db
U00281,NA,ios,2,False,4.44,False,10.0,b6194d90cc
U00282,EAST_ASIA,desktop,266,True,4.68,False,29.15,6de7ce04b3
U00283,NA,ios,31,True,5.0,False,86.58,96c71ae546
U00284,LATAM,ios,80,True,4.25,False,204.74,a3b9ead2dc
U00285,SEA,android,45,False,3.44,False,10.0,373a41dd13
U00286,OCE,android,354,False,4.64,False,86.97,5019209e05
U00287,EAST_ASIA,ios,25,True,3.64,False,10.59,622ba35c78
U00288,SEA,desktop,22,True,4.44,False,10.0,a66459c433
U00289,SEA,desktop,316,True,3.6,False,10.0,890dade772
U00290,SEA,desktop,1542,False,5.0,False,29.29,e217eb4852
U00291,OCE,ios,2,True,3.71,False,35.39,5fe49ec93c
U00292,OCE,desktop,2,True,3.86,False,61.1,0a42c4f3c8
U00293,SEA,ios,477,False,3.98,False,10.0,65da567370
U00294,EAST_ASIA,android,1468,False,5.0,False,22.82,0567936bcc
U00295,SEA,android,294,True,3.98,False,27.81,eb521df677
U00296,OCE,desktop,458,False,3.83,True,10.0,761447dd22
U00297,OCE,desktop,830,True,3.79,False,10.0,96dfff0abe
U00298,SEA,desktop,276,True,4.3,False,42.72,df75ef7691
U00299,LATAM,desktop,572,True,4.04,False,57.38,056c9eac1b
U00300,EU,desktop,608,False,3.9,True,49.05,930cb74eec
U00301,LATAM,ios,155,True,3.68,False,65.48,d432d3b003
U00302,SEA,desktop,308,False,4.28,False,41.93,3d9aeecd31
U00303,SEA,desktop,435,True,2.78,False,21.28,8c9d6d1ef1
U00304,NA,desktop,138,True,4.33,False,32.35,0b1623f7cf
U00305,OCE,android,170,True,2.57,True,26.15,72fd5d265b
U00306,LATAM,desktop,308,True,5.0,False,60.15,ba6bb01157
U00307,NA,ios,19,False,3.89,False,18.98,626c2e4e8e
U00308,OCE,desktop,18,False,3.93,False,15.3,2bcba005ac
U00309,NA,ios,20,True,3.38,False,45.66,4af88b86e7
U00310,EU,ios,225,True,3.48,False,16.41,f7d7a576bf
U00311,EAST_ASIA,desktop,161,False,4.83,True,39.88,02adf1ec6d
U00312,EU,desktop,162,True,3.97,False,28.58,f27bbae74a
U00313,NA,android,73,True,3.7,False,19.53,e117e73b4d
U00314,EU,desktop,182,False,4.28,False,10.0,df6c60baf1
U00315,LATAM,ios,118,False,2.92,False,13.46,44811ea752
U00316,EU,android,185,False,3.9,False,51.21,810390df90
U00317,OCE,android,173,True,4.25,False,46.03,3c85d628e8
U00318,EU,console,324,False,5.0,True,81.89,7710420054
U00319,NA,android,220,True,4.35,False,94.62,3e76c7cd42
U00320,LATAM,android,13,True,4.08,True,23.72,f014e455c0
U00321,SEA,desktop,4,False,3.82,False,64.65,8f6c750062
U00322,OCE,desktop,130,False,3.67,False,32.56,284ac55353
U00323,EAST_ASIA,android,32,False,3.83,True,44.33,4a9f31172a
U00324,OCE,desktop,26,False,4.9,False,10.16,137c1c7c91
U00325,OCE,ios,145,True,4.47,False,10.0,bae9755432
U00326,OCE,android,2,True,3.91,False,46.3,87e4398c6d
U00327,NA,ios,1,True,4.75,False,34.26,9f28237c27
U00328,EAST_ASIA,ios,42,True,3.67,False,10.0,e26b458a83
U00329,LATAM,android,285,False,4.01,False,14.9,76eae9c499
U00330,OCE,desktop,654,True,4.82,False,11.88,1b1817be4c
U00331,EAST_ASIA,android,563,False,4.8,False,10.0,e586aa233c
U00332,NA,ios,554,False,4.7,False,57.75,9e4c8fd4c7
U00333,SEA,desktop,237,False,4.24,False,18.59,e7033b04ed
U00334,LATAM,android,511,True,5.0,False,20.47,93770d7607
U00335,SEA,android,235,True,3.16,False,21.55,3cc7c97439
U00336,SEA,desktop,351,False,5.0,False,36.81,26046079c5
U00337,EAST_ASIA,console,186,True,4.8,False,10.0,cefb515318
U00338,LATAM,android,32,True,3.95,False,34.11,7bbb66338a
U00339,EAST_ASIA,ios,397,True,3.99,False,10.0,a2b894b93b
U00340,SEA,desktop,243,True,3.83,False,36.0,b2c8587f15
U00341,OCE,android,138,True,4.03,False,10.0,afaa15e7bf
U00342,LATAM,ios,1683,True,5.0,False,14.02,a6f9bc73bc
U00343,NA,desktop,270,True,5.0,True,10.22,4bc05b4bfa
U00344,SEA,desktop,290,True,3.97,False,200.81,6815d0834e
U00345,SEA,android,21,True,5.0,False,109.72,a6d1233e25
U00346,OCE,desktop,339,False,4.77,False,12.23,c177ae88dd
U00347,NA,desktop,25,True,4.97,False,11.2,1533bfff9f
U00348,LATAM,desktop,467,True,3.61,False,16.87,f4da1b884d
U00349,EU,desktop,171,True,4.59,False,10.0,ab52916ebf
U00350,LATAM,desktop,3,False,3.69,False,106.56,a1bb9f5675
U00351,EAST_ASIA,android,463,True,4.99,False,15.27,3c24b8d942
U00352,LATAM,android,255,True,4.01,False,10.0,dc9659ff60
U00353,EAST_ASIA,ios,8,True,3.98,False,40.22,2f168ca92f
U00354,NA,desktop,107,False,4.02,False,10.0,f1916aa511
U00355,SEA,desktop,554,True,4.18,False,70.21,ab1cf39d00
U00356,EU,android,43,True,4.28,False,98.99,dc1ba3e43b
U00357,OCE,android,393,False,4.51,False,10.0,57e2ed7b3f
U00358,SEA,ios,418,False,4.24,False,16.72,417312a69b
U00359,NA,desktop,1,False,3.8,False,10.0,1cd37cf349
U00360,SEA,android,180,False,4.29,True,10.25,fd91535101
U00361,LATAM,android,20,False,4.36,False,10.0,390f50045b
U00362,LATAM,desktop,3,False,4.34,False,31.96,024fa90efd
U00363,EAST_ASIA,desktop,17,True,4.83,False,10.0,fba24c4815
U00364,OCE,android,89,False,4.48,False,10.0,1bb4157463
U00365,LATAM,android,1073,True,3.81,False,15.12,829665680c
U00366,LATAM,desktop,77,True,4.42,False,56.47,5e9de3526d
U00367,EU,desktop,37,False,4.12,False,23.04,cb77049839
U00368,EU,desktop,236,True,3.66,False,10.0,b60db8cfcb
U00369,OCE,android,874,False,4.03,False,122.61,f9adb04e68
U00370,OCE,desktop,316,True,4.31,False,10.43,8a543cadc9
U00371,EU,android,185,True,3.92,False,34.54,bac282d941
U00372,LATAM,android,54,True,4.37,False,86.68,345bac7b14
U00373,EAST_ASIA,android,631,False,4.08,False,31.83,7e708586e0
U00374,NA,ios,1260,False,4.83,False,18.73,f8b1aeb1e1
U00375,LATAM,desktop,207,True,4.92,False,31.65,7fa62a52a3
U00376,EU,desktop,449,False,4.37,False,10.0,8694da1622
U00377,OCE,android,473,True,5.0,False,32.56,1e702ea6d2
U00378,LATAM,desktop,740,True,4.59,False,10.0,c46ee495d8
U00379,NA,android,115,False,4.14,False,31.03,26d29a72a9
U00380,OCE,ios,46,True,3.73,False,29.41,7179195b8e
U00381,OCE,ios,287,True,4.41,False,24.96,d3f50ea2f3
U00382,SEA,desktop,1025,True,3.66,False,29.53,a143eacbba
U00383,NA,android,168,True,4.32,False,15.8,69fa4cb0c0
U00384,SEA,desktop,382,False,4.42,False,14.62,c35e5e6295
U00385,LATAM,desktop,586,False,5.0,False,27.54,7496029cfe
U00386,NA,desktop,192,False,3.03,False,11.62,e5d2031ddd
U00387,SEA,desktop,2,True,4.63,False,10.0,e9fbdc2110
U00388,NA,desktop,32,True,4.06,False,10.0,6f03d486fd
U00389,NA,android,415,False,3.39,False,61.53,abb430af78
U00390,OCE,desktop,192,False,3.76,False,26.89,41a936916a
U00391,EU,ios,118,False,4.06,False,32.2,5f1e62194a
U00392,LATAM,desktop,99,True,4.38,False,115.01,47ca1bc29c
U00393,EU,desktop,72,True,4.92,False,10.0,072c6cb5e5
U00394,SEA,android,615,False,4.68,False,54.53,bd055256c0
U00395,EAST_ASIA,desktop,714,False,3.72,False,22.99,0c401dd8e6
U00396,EAST_ASIA,desktop,186,False,3.0,False,43.06,7259c6e85f
U00397,SEA,desktop,36,True,4.17,False,29.36,060edd6665
U00398,EAST_ASIA,console,104,False,4.74,True,34.95,4fb96bf201
U00399,LATAM,android,988,False,4.83,False,12.5,6b1e4a0b83
U00400,NA,android,619,True,4.52,True,105.04,07e295aa71
U00401,OCE,desktop,3,True,3.17,False,15.38,88e80161e9
U00402,EU,android,106,True,4.87,False,93.65,a6a7fac045
U00403,LATAM,android,62,True,4.74,True,11.2,39a2ee25fb
U00404,EU,desktop,263,False,4.34,True,57.15,79af152f3c
U00405,EAST_ASIA,desktop,535,True,4.46,False,35.79,b37119f9e5
U00406,NA,desktop,634,True,2.68,False,36.97,11babbc96e
U00407,OCE,android,172,False,4.83,False,24.71,ae922dc1fd
U00408,LATAM,desktop,281,True,5.0,False,39.17,73e9dc16d3
U00409,LATAM,android,216,True,4.15,False,10.0,77cc19cd6d
U00410,OCE,ios,902,True,4.33,False,92.35,5af371ae7f
U00411,NA,android,23,True,4.04,True,10.0,5b7de74bad
U00412,LATAM,ios,46,True,3.46,False,18.64,2723328444
U00413,OCE,android,99,True,4.18,True,20.21,115aa3c4c9
U00414,EU,desktop,75,True,4.11,False,10.21,082200f327
